chef_lieu;num_dpt;nom_ddpt;pref;num_circ;nom_commune;codes_postaux;code_insee;latitude;longitude;dist
Lyon;38;Isère;Grenoble;6;Vignieu;38890;38546;45.633333;5.416667;1.48
Lyon;38;Isère;Grenoble;6;Villemoirieu;38460;38554;45.716667;5.216667;1.89
Lyon;38;Isère;Grenoble;6;Villette-d'Anthon;38280;38557;45.8;5.116667;2.3
Lyon;38;Isère;Grenoble;7;Apprieu;38140;38013;45.4;5.5;1.27
Lyon;38;Isère;Grenoble;7;Artas;38440;38015;45.533333;5.166667;1.15
Lyon;38;Isère;Grenoble;7;Arzay;38260;38016;45.433333;5.166667;1.15
Lyon;38;Isère;Grenoble;7;Badinières;38300;38024;45.5;5.3;1.16
Lyon;38;Isère;Grenoble;7;Balbins;38260;38025;45.383333;5.216667;0.97
Lyon;38;Isère;Grenoble;7;Beaufort;38270;38032;;;
Lyon;38;Isère;Grenoble;7;Beauvoir-de-Marc;38440;38035;45.516667;5.083333;1.46
Lyon;38;Isère;Grenoble;7;Belmont;38690;38038;;;
Lyon;38;Isère;Grenoble;7;Bévenais;38690;38042;45.4;5.383333;0.64
Lyon;38;Isère;Grenoble;7;Bilieu;38850;38043;45.45;5.55;0.96
Lyon;38;Isère;Grenoble;7;Biol;38690;38044;;;
Lyon;38;Isère;Grenoble;7;Bizonnes;38690;38046;45.45;5.366667;0.57
Lyon;38;Isère;Grenoble;7;Blandin;38730;38047;45.466667;5.45;0.91
Lyon;38;Isère;Grenoble;7;Bonnefamille;38090;38048;45.6;5.116667;1.42
Lyon;38;Isère;Grenoble;7;Bossieu;38260;38049;45.416667;5.15;1.21
Lyon;38;Isère;Grenoble;7;Bourgoin-Jallieu;38300;38053;45,59;5,28; 
Lyon;38;Isère;Grenoble;7;Bressieux;38870;38056;45.316667;5.283333;0.75
Lyon;38;Isère;Grenoble;7;Brézins;38590;38058;45.35;5.316667;1.8
Lyon;38;Isère;Grenoble;7;Brion;38590;38060;45.3;5.333333;1.13
Lyon;38;Isère;Grenoble;7;Burcin;38690;38063;45.433333;5.433333;0.77
Lyon;38;Isère;Grenoble;7;Châbons;38690;38065;45.416667;5.433333;0.84
Lyon;38;Isère;Grenoble;7;Champier;38260;38069;45.45;5.283333;1.34
Lyon;38;Isère;Grenoble;7;Charavines;38850;38082;45.433333;5.516667;1.07
Lyon;38;Isère;Grenoble;7;Chassignieu;38730;38089;45.5;5.5;0.84
Lyon;38;Isère;Grenoble;7;Châteauvilain;38300;38091;;;
Lyon;38;Isère;Grenoble;7;Châtenay;38980;38093;45.316667;5.233333;0.91
Lyon;38;Isère;Grenoble;7;Châtonnay;38440;38094;45.483333;5.2;1.32
Lyon;38;Isère;Grenoble;7;Chélieu;38730;38098;45.5;5.483333;0.82
Lyon;38;Isère;Grenoble;7;Chèzeneuve;38300;38102;45.566667;5.216667;1.43
Lyon;38;Isère;Grenoble;7;Colombe;38690;38118;45.4;5.45;1.24
Lyon;38;Isère;Grenoble;7;Commelle;38260;38121;45.416667;5.216667;0.97
Lyon;38;Isère;Grenoble;7;Crachier;38300;38136;45.55;5.233333;1.08
Lyon;38;Isère;Grenoble;7;Culin;38300;38141;45.516667;5.25;1.07
Lyon;38;Isère;Grenoble;7;Doissin;38730;38147;45.5;5.416667;1.75
Lyon;38;Isère;Grenoble;7;Domarin;38300;38149;45.583333;5.25;1.23
Lyon;38;Isère;Grenoble;7;Eclose;38300;38152;45.5;5.3;1.16
Lyon;38;Isère;Grenoble;7;Eydoche;38690;38159;45.433333;5.333333;1.05
Lyon;38;Isère;Grenoble;7;Faramans;38260;38161;45.383333;5.166667;1.15
Lyon;38;Isère;Grenoble;7;Flachères;38690;38167;45.466667;5.316667;1.47
Lyon;38;Isère;Grenoble;7;Four;38080;38172;45.583333;5.183333;1.4
Lyon;38;Isère;Grenoble;7;Gillonnay;38260;38180;45.383333;5.283333;1.01
Lyon;38;Isère;Grenoble;7;La Côte-Saint-André;38260;38130;45.383333;5.25;0.85
Lyon;38;Isère;Grenoble;7;La Forteresse;38590;38171;45.3;5.4;1.36
Lyon;38;Isère;Grenoble;7;La Frette;38260;38174;45.383333;5.35;2.06
Lyon;38;Isère;Grenoble;7;La Verpillière;38290;38537;45.633333;5.15;1.48
Lyon;38;Isère;Grenoble;7;Le Grand-Lemps;38690;38182;45.383333;5.416667;1.04
Lyon;38;Isère;Grenoble;7;Lentiol;38270;38209;45.3;5.116667;1.81
Lyon;38;Isère;Grenoble;7;Le Passage;38490;38296;45.516667;5.5;1.73
Lyon;38;Isère;Grenoble;7;Le Pin;38730;38305;45.45;5.5;1.26
Lyon;38;Isère;Grenoble;7;Les Eparres;38300;38156;45.533333;5.3;0.98
Lyon;38;Isère;Grenoble;7;Lieudieu;38440;38211;45.466667;5.183333;1.13
Lyon;38;Isère;Grenoble;7;L'Isle-d'Abeau;38080;38193;45.616667;5.233333;1.39
Lyon;38;Isère;Grenoble;7;Longechenal;38690;38213;45.416667;5.333333;1.1
Lyon;38;Isère;Grenoble;7;Marcilloles;38260;38218;45.333333;5.183333;1.11
Lyon;38;Isère;Grenoble;7;Marcollin;38270;38219;45.3;5.083333;1.46
Lyon;38;Isère;Grenoble;7;Marnans;38980;38221;45.3;5.233333;0.92
Lyon;38;Isère;Grenoble;7;Maubec;38300;38223;45.566667;5.3;1.15
Lyon;38;Isère;Grenoble;7;Meyrié;38300;38230;45.566667;5.283333;1.15
Lyon;38;Isère;Grenoble;7;Meyrieu-les-Etangs;38440;38231;;;
Lyon;38;Isère;Grenoble;7;Meyssiès;38440;38232;45.466667;5.05;1.58
Lyon;38;Isère;Grenoble;7;Montfalcon;38940;38255;45.25;5.166667;1.15
Lyon;38;Isère;Grenoble;7;Montrevel;38690;38257;45.466667;5.4;0.66
Lyon;38;Isère;Grenoble;7;Mottier;38260;38267;45.416667;5.316667;1.57
Lyon;38;Isère;Grenoble;7;Nantoin;38260;38274;45.433333;5.266667;0.97
Lyon;38;Isère;Grenoble;7;Nivolas-Vermelle;38300;38276;45.55;5.3;1.07
Lyon;38;Isère;Grenoble;7;Ornacieux;38260;38284;45.4;5.216667;0.97
Lyon;38;Isère;Grenoble;7;Oyeu;38690;38287;45.416667;5.466667;1.41
Lyon;38;Isère;Grenoble;7;Pajay;38260;38291;45.366667;5.133333;1.43
Lyon;38;Isère;Grenoble;7;Panissage;38730;38293;45.483333;5.45;0.74
Lyon;38;Isère;Grenoble;7;Penol;38260;38300;45.383333;5.2;1.03
Lyon;38;Isère;Grenoble;7;Plan;38590;38308;45.316667;5.4;1.22
Lyon;38;Isère;Grenoble;7;Roche;38090;38339;;;
Lyon;38;Isère;Grenoble;7;Royas;38440;38346;45.5;5.1;1.4
Lyon;38;Isère;Grenoble;7;Roybon;38940;38347;45.25;5.25;1.5
Lyon;38;Isère;Grenoble;7;Saint-Agnin-sur-Bion;38300;38351;45.533333;5.25;0.98
Lyon;38;Isère;Grenoble;7;Saint-Alban-de-Roche;38300;38352;45.6;5.233333;1.41
Lyon;38;Isère;Grenoble;7;Saint-Clair-sur-Galaure;38940;38379;45.25;5.15;1.21
Lyon;38;Isère;Grenoble;7;Saint-Didier-de-Bizonnes;38690;38380;45.45;5.35;0.8
Lyon;38;Isère;Grenoble;7;Sainte-Anne-sur-Gervonde;38440;38358;45.5;5.233333;1.84
Lyon;38;Isère;Grenoble;7;Saint-Etienne-de-Saint-Geoirs;38590;38384;45.333333;5.35;0.62
Lyon;38;Isère;Grenoble;7;Saint-Geoirs;38590;38387;45.316667;5.35;0.48
Lyon;38;Isère;Grenoble;7;Saint-Hilaire-de-la-Côte;38260;38393;45.383333;5.316667;1.54
Lyon;38;Isère;Grenoble;7;Saint-Jean-de-Bournay;38440;38399;45.483333;5.133333;1.28
Lyon;38;Isère;Grenoble;7;Saint-Michel-de-Saint-Geoirs;38590;38427;45.3;5.366667;0.62
Lyon;38;Isère;Grenoble;7;Saint-Ondras;38490;38434;45.516667;5.533333;1.05
Lyon;38;Isère;Grenoble;7;Saint-Pierre-de-Bressieux;38870;38440;45.316667;5.283333;0.75
Lyon;38;Isère;Grenoble;7;Saint-Quentin-Fallavier;38070;38449;45.633333;5.116667;1.48
Lyon;38;Isère;Grenoble;7;Saint-Siméon-de-Bressieux;38870;38457;45.333333;5.25;1.5
Lyon;38;Isère;Grenoble;7;Sardieu;38260;38473;45.366667;5.2;1.03
Lyon;38;Isère;Grenoble;7;Satolas-et-Bonce;38290;38475;45.7;5.133333;1.8
Lyon;38;Isère;Grenoble;7;Savas-Mépin;38440;38476;45.5;5.05;1.58
Lyon;38;Isère;Grenoble;7;Semons;38260;38479;45.433333;5.2;1.03
Lyon;38;Isère;Grenoble;7;Sérézin-de-la-Tour;38300;38481;45.55;5.35;1.31
Lyon;38;Isère;Grenoble;7;Sillans;38590;38490;45.333333;5.383333;0.83
Lyon;38;Isère;Grenoble;7;Succieu;38300;38498;45.533333;5.333333;1.06
Lyon;38;Isère;Grenoble;7;Thodure;38260;38505;45.316667;5.166667;1.48
Lyon;38;Isère;Grenoble;7;Tramolé;38300;38512;45.516667;5.266667;0.9
Lyon;38;Isère;Grenoble;7;Valencogne;38730;38520;45.5;5.533333;1.75
Lyon;38;Isère;Grenoble;7;Vaulx-Milieu;38090;38530;45.616667;5.183333;1.39
Lyon;38;Isère;Grenoble;7;Villefontaine;38090;38553;45.616667;5.15;1.39
Lyon;38;Isère;Grenoble;7;Villeneuve-de-Marc;38440;38555;45.483333;5.1;1.4
Lyon;38;Isère;Grenoble;7;Virieu;38730;38560;45.483333;5.466667;0.74
Lyon;38;Isère;Grenoble;7;Viriville;38980;38561;45.316667;5.2;1.35
Lyon;38;Isère;Grenoble;8;Agnin;38150;38003;45.333333;4.866667;2.26
Lyon;38;Isère;Grenoble;8;Anjou;38150;38009;45.35;4.883333;2.2
Lyon;38;Isère;Grenoble;8;Assieu;38150;38017;45.416667;4.866667;2.26
Lyon;38;Isère;Grenoble;8;Auberives-sur-Varèze;38550;38019;45.433333;4.833333;2.38
Lyon;38;Isère;Grenoble;8;Beaurepaire;38270;38034;45.333333;5.05;1.58
Lyon;38;Isère;Grenoble;8;Bellegarde-Poussieu;38270;38037;45.383333;4.95;1.95
Lyon;38;Isère;Grenoble;8;Bougé-Chambalud;38150;38051;45.333333;4.9;2.13
Lyon;38;Isère;Grenoble;8;Châlons;38122;38066;45.45;4.933333;2.01
Lyon;38;Isère;Grenoble;8;Chanas;38150;38072;45.3;4.816667;2.44
Lyon;38;Isère;Grenoble;8;Charantonnay;38790;38081;45.533333;5.1;1.4
Lyon;38;Isère;Grenoble;8;Chasse-sur-Rhône;38670;38087;45.566667;4.816667;2.44
Lyon;38;Isère;Grenoble;8;Cheyssieu;38550;38101;45.433333;4.85;2.32
Lyon;38;Isère;Grenoble;8;Chonas-l'Amballan;38121;38107;45.466667;4.816667;2.44
Lyon;38;Isère;Grenoble;8;Chuzelles;38200;38110;45.583333;4.883333;2.2
Lyon;38;Isère;Grenoble;8;Clonas-sur-Varèze;38550;38114;45.416667;4.8;2.5
Lyon;38;Isère;Grenoble;8;Cour-et-Buis;38122;38134;45.433333;5;1.77
Lyon;38;Isère;Grenoble;8;Diémoz;38790;38144;45.583333;5.1;1.4
Lyon;38;Isère;Grenoble;8;Estrablin;38780;38157;45.516667;4.966667;1.89
Lyon;38;Isère;Grenoble;8;Eyzin-Pinet;38780;38160;45.466667;4.983333;1.83
Lyon;38;Isère;Grenoble;8;Grenay;38540;38184;45.666667;5.083333;1.64
Lyon;38;Isère;Grenoble;8;Heyrieux;38540;38189;45.633333;5.05;1.58
Lyon;38;Isère;Grenoble;8;Jarcieu;38270;38198;45.333333;4.95;1.95
Lyon;38;Isère;Grenoble;8;Jardin;38200;38199;45.5;4.916667;2.07
Lyon;38;Isère;Grenoble;8;La Chapelle-de-Surieu;38150;38077;45.4;4.9;2.13
Lyon;38;Isère;Grenoble;8;Le Péage-de-Roussillon;38550;38298;45.366667;4.8;2.5
Lyon;38;Isère;Grenoble;8;Les Côtes-d'Arey;38138;38131;;;
Lyon;38;Isère;Grenoble;8;Les Roches-de-Condrieu;38370;38340;45.45;4.766667;2.62
Lyon;38;Isère;Grenoble;8;Luzinay;38200;38215;45.583333;4.95;1.95
Lyon;38;Isère;Grenoble;8;Moidieu-Détourbe;38440;38238;45.516667;5.016667;1.7
Lyon;38;Isère;Grenoble;8;Moissieu-sur-Dolon;38270;38240;45.383333;4.983333;1.83
Lyon;38;Isère;Grenoble;8;Monsteroux-Milieu;38122;38244;45.433333;4.95;1.95
Lyon;38;Isère;Grenoble;8;Montseveroux;38122;38259;45.433333;4.966667;1.89
Lyon;38;Isère;Grenoble;8;Oytier-Saint-Oblas;38780;38288;45.566667;5.016667;1.7
Lyon;38;Isère;Grenoble;8;Pact;38270;38290;45.35;4.983333;1.83
Lyon;38;Isère;Grenoble;8;Pisieu;38270;38307;45.383333;5.05;1.58
Lyon;38;Isère;Grenoble;8;Pommier-de-Beaurepaire;38260;38311;45.4;5.116667;1.64
Lyon;38;Isère;Grenoble;8;Pont-Evêque;38780;38318;45.533333;4.916667;2.07
Lyon;38;Isère;Grenoble;8;Primarette;38270;38324;45.4;5.033333;1.64
Lyon;38;Isère;Grenoble;8;Revel-Tourdan;38270;38335;45.383333;5.033333;1.64
Lyon;38;Isère;Grenoble;8;Reventin-Vaugris;38121;38336;45.466667;4.833333;2.38
Lyon;38;Isère;Grenoble;8;Roussillon;38150;38344;45.366667;4.816667;2.44
Lyon;38;Isère;Grenoble;8;Sablons;38550;38349;45.316667;4.766667;2.62
Lyon;38;Isère;Grenoble;8;Saint-Alban-du-Rhône;38370;38353;45.433333;4.766667;2.62
Lyon;38;Isère;Grenoble;8;Saint-Barthélemy;38270;38363;45.35;5.075;-1
Lyon;38;Isère;Grenoble;8;Saint-Clair-du-Rhône;38370;38378;45.433333;4.783333;2.56
Lyon;38;Isère;Grenoble;8;Saint-Georges-d'Espéranche;38790;38389;45.55;5.066667;1.52
Lyon;38;Isère;Grenoble;8;Saint-Julien-de-l'Herms;38122;38406;45.433333;5.1;2.27
Lyon;38;Isère;Grenoble;8;Saint-Just-Chaleyssin;38540;38408;45.583333;5;1.77
Lyon;38;Isère;Grenoble;8;Saint-Maurice-l'Exil;38550;38425;45.4;4.783333;2.56
Lyon;38;Isère;Grenoble;8;Saint-Prim;38370;38448;45.45;4.8;2.5
Lyon;38;Isère;Grenoble;8;Saint-Romain-de-Surieu;38150;38452;45.383333;4.883333;2.2
Lyon;38;Isère;Grenoble;8;Saint-Sorlin-de-Vienne;38200;38459;;;
Lyon;38;Isère;Grenoble;8;Salaise-sur-Sanne;38150;38468;45.333333;4.816667;2.44
Lyon;38;Isère;Grenoble;8;Septème;38780;38480;45.55;5.016667;1.7
Lyon;38;Isère;Grenoble;8;Serpaize;38200;38484;45.566667;4.916667;2.07
Lyon;38;Isère;Grenoble;8;Seyssuel;38200;38487;45.566667;4.85;2.32
Lyon;38;Isère;Grenoble;8;Sonnay;38150;38496;45.35;4.9;2.13
Lyon;38;Isère;Grenoble;8;Valencin;38540;38519;45.616667;5.016667;1.7
Lyon;38;Isère;Grenoble;8;Vernioz;38150;38536;45.433333;4.883333;2.2
Lyon;38;Isère;Grenoble;8;Vienne;38200;38544;45.516667;4.866667;2.26
Lyon;38;Isère;Grenoble;8;Ville-sous-Anjou;38150;38556;45.366667;4.85;2.32
Lyon;38;Isère;Grenoble;8;Villette-de-Vienne;38200;38558;45.583333;4.9;2.13
Lyon;38;Isère;Grenoble;9;Auberives-en-Royans;38680;38018;45.066667;5.3;1.36
Lyon;38;Isère;Grenoble;9;Beaucroissant;38140;38030;45.333333;5.466667;0.79
Lyon;38;Isère;Grenoble;9;Beaulieu;38470;38033;45.2;5.383333;0.66
Lyon;38;Isère;Grenoble;9;Beauvoir-en-Royans;38160;38036;;;
Lyon;38;Isère;Grenoble;9;Bessins;38160;38041;45.2;5.266667;0.9
Lyon;38;Isère;Grenoble;9;Chantesse;38470;38074;45.233333;5.45;0.99
Lyon;38;Isère;Grenoble;9;Charnècles;38140;38084;45.35;5.533333;1.16
Lyon;38;Isère;Grenoble;9;Chasselay;38470;38086;45.25;5.333333;1.71
Lyon;38;Isère;Grenoble;9;Châtelus;38680;38092;45.05;5.366667;1.39
Lyon;38;Isère;Grenoble;9;Chatte;38160;38095;45.15;5.283333;0.9
Lyon;38;Isère;Grenoble;9;Chevrières;38160;38099;45.183333;5.3;0.74
Lyon;38;Isère;Grenoble;9;Chirens;38850;38105;45.416667;5.55;0.96
Lyon;38;Isère;Grenoble;9;Choranche;38680;38108;45.066667;5.4;1.31
Lyon;38;Isère;Grenoble;9;Cognin-les-Gorges;38470;38117;45.166667;5.416667;1.15
Lyon;38;Isère;Grenoble;9;Coublevie;38500;38133;45.35;5.616667;0.85
Lyon;38;Isère;Grenoble;9;Cras;38210;38137;45.266667;5.45;1.11
Lyon;38;Isère;Grenoble;9;Dionay;38160;38145;45.2;5.216667;1.63
Lyon;38;Isère;Grenoble;9;Izeaux;38140;38194;45.333333;5.416667;1.98
Lyon;38;Isère;Grenoble;9;Izeron;38160;38195;45.15;5.383333;1.45
Lyon;38;Isère;Grenoble;9;La Buisse;38500;38061;45.333333;5.616667;1.16
Lyon;38;Isère;Grenoble;9;L'Albenc;38470;38004;45.216667;5.433333;0.58
Lyon;38;Isère;Grenoble;9;La Murette;38140;38270;45.366667;5.533333;1.21
Lyon;38;Isère;Grenoble;9;La Rivière;38210;38338;45.233333;5.516667;1.06
Lyon;38;Isère;Grenoble;9;La Sône;38840;38495;45.116667;5.283333;1.32
Lyon;38;Isère;Grenoble;9;Malleval;38470;38216;;;
Lyon;38;Isère;Grenoble;9;Moirans;38430;38239;45.333333;5.566667;1
Lyon;38;Isère;Grenoble;9;Montagne;38160;38245;45.15;5.2;1.8
Lyon;38;Isère;Grenoble;9;Montaud;38210;38248;45.266667;5.566667;1.46
Lyon;38;Isère;Grenoble;9;Morette;38210;38263;45.283333;5.45;1.08
Lyon;38;Isère;Grenoble;9;Murinais;38160;38272;45.216667;5.316667;1
Lyon;38;Isère;Grenoble;9;Notre-Dame-de-l'Osier;38470;38278;45.233333;5.4;0.49
Lyon;38;Isère;Grenoble;9;Poliénas;38210;38310;45.25;5.466667;0.96
Lyon;38;Isère;Grenoble;9;Pommiers-la-Placette;38340;38312;45.316667;5.65;1
Lyon;38;Isère;Grenoble;9;Pont-en-Royans;38680;38319;45.066667;5.35;1.31
Lyon;38;Isère;Grenoble;9;Presles;38680;38322;45.083333;5.383333;1.23
Lyon;38;Isère;Grenoble;9;Quincieu;38470;38330;45.266667;5.383333;1.14
Lyon;38;Isère;Grenoble;9;Réaumont;38140;38331;45.366667;5.516667;0.8
Lyon;38;Isère;Grenoble;9;Renage;38140;38332;45.333333;5.483333;0.54
Lyon;38;Isère;Grenoble;9;Rencurel;38680;38333;45.1;5.4722;-1
Lyon;38;Isère;Grenoble;9;Rives;38140;38337;45.35;5.5;0.29
Lyon;38;Isère;Grenoble;9;Rovon;38470;38345;45.2;5.466667;1.36
Lyon;38;Isère;Grenoble;9;Saint-André-en-Royans;38680;38356;45.083333;5.35;1.23
Lyon;38;Isère;Grenoble;9;Saint-Antoine-l'Abbaye;38160;38359;;;
Lyon;38;Isère;Grenoble;9;Saint-Appolinard;38160;38360;;;
Lyon;38;Isère;Grenoble;9;Saint-Aupre;38960;38362;45.383333;5.666667;1
Lyon;38;Isère;Grenoble;9;Saint-Blaise-du-Buis;38140;38368;45.366667;5.516667;0.8
Lyon;38;Isère;Grenoble;9;Saint-Bonnet-de-Chavagne;38840;38370;45.133333;5.233333;0.98
Lyon;38;Isère;Grenoble;9;Saint-Cassien;38500;38373;45.35;5.55;1.54
Lyon;38;Isère;Grenoble;9;Saint-Etienne-de-Crossey;38960;38383;45.366667;5.633333;1
Lyon;38;Isère;Grenoble;9;Saint-Gervais;38470;38390;45.2;5.483333;1.71
Lyon;38;Isère;Grenoble;9;Saint-Hilaire-du-Rosier;38840;38394;45.1;5.25;1.15
Lyon;38;Isère;Grenoble;9;Saint-Jean-de-Moirans;38430;38400;45.333333;5.583333;1
Lyon;38;Isère;Grenoble;9;Saint-Julien-de-Raz;38134;38407;;;
Lyon;38;Isère;Grenoble;9;Saint-Just-de-Claix;38680;38409;45.066667;5.283333;1.7
Lyon;38;Isère;Grenoble;9;Saint-Lattier;38840;38410;45.083333;5.2;1.5
Lyon;38;Isère;Grenoble;9;Saint-Marcellin;38160;38416;45.15;5.316667;0.9
Lyon;38;Isère;Grenoble;9;Saint-Nicolas-de-Macherin;38500;38432;45.383333;5.6;0.96
Lyon;38;Isère;Grenoble;9;Saint-Paul-d'Izeaux;38140;38437;45.316667;5.433333;1.76
Lyon;38;Isère;Grenoble;9;Saint-Pierre-de-Chérennes;38160;38443;45.116667;5.366667;1.4
Lyon;38;Isère;Grenoble;9;Saint-Quentin-sur-Isère;38210;38450;45.283333;5.55;1.08
Lyon;38;Isère;Grenoble;9;Saint-Romans;38160;38453;45.116667;5.316667;1.07
Lyon;38;Isère;Grenoble;9;Saint-Sauveur;38160;38454;45.15;5.35;0.9
Lyon;38;Isère;Grenoble;9;Saint-Vérand;38160;38463;;;
Lyon;38;Isère;Grenoble;9;Serre-Nerpol;38470;38275;;;
Lyon;38;Isère;Grenoble;9;Têche;38470;38500;45.183333;5.383333;0.92
Lyon;38;Isère;Grenoble;9;Tullins;38210;38517;45.3;5.483333;0.57
Lyon;38;Isère;Grenoble;9;Varacieux;38470;38523;45.233333;5.333333;1.6
Lyon;38;Isère;Grenoble;9;Vatilieu;38470;38526;45.25;5.416667;0.7
Lyon;38;Isère;Grenoble;9;Vinay;38470;38559;45.216667;5.4;0.57
Lyon;38;Isère;Grenoble;9;Voiron;38500;38563;45.366667;5.583333;0.5
Lyon;38;Isère;Grenoble;9;Voreppe;38340;38565;45.3;5.633333;1
Lyon;38;Isère;Grenoble;9;Vourey;38210;38566;45.316667;5.516667;0.88
